2014-11-24T17:00:00Z     	273.721054
2014-11-24T17:05:00Z     	273.450019
2014-11-24T17:15:00Z      	273.33613
2014-11-24T17:25:00Z     	273.363869
2014-11-24T17:35:00Z     	273.278507
2014-11-24T17:45:00Z      	273.066092
2014-11-24T17:55:00Z     	272.848711
2014-11-24T18:05:00Z     	272.791113
2014-11-24T18:15:00Z      	272.631638
2014-11-24T18:25:00Z     	272.545661
2014-11-24T18:35:00Z     	272.393985
2014-11-24T18:45:00Z      	272.557285
2014-11-24T18:55:00Z     	272.145332
2014-11-24T19:05:00Z     	272.184919
2014-11-24T19:15:00Z      	272.119274
2014-11-24T19:25:00Z     	272.142285
2014-11-24T19:35:00Z     	272.02946
2014-11-24T19:45:00Z      	271.92622
2014-11-24T19:55:00Z     	272.036993
2014-11-24T20:05:00Z     	272.128264
2014-11-24T20:15:00Z      	271.94641
2014-11-24T20:25:00Z     	271.99889
2014-11-24T20:35:00Z     	271.96533
2014-11-24T20:45:00Z      	271.82987
2014-11-24T20:55:00Z     	271.69715
2014-11-24T21:05:00Z     	271.63489
2014-11-24T21:15:00Z      	271.69327
2014-11-24T21:25:00Z     	271.80132
2014-11-24T21:35:00Z     	271.93555
2014-11-24T21:45:00Z      	271.88698
2014-11-24T21:55:00Z     	271.609
2014-11-24T22:05:00Z     	271.49583
2014-11-24T22:15:00Z      	271.45932
2014-11-24T22:25:00Z     	271.39749
2014-11-24T22:35:00Z     	271.37341
2014-11-24T22:45:00Z      	271.48229
2014-11-24T22:55:00Z     	271.55598
2014-11-24T23:05:00Z     	271.63124
2014-11-24T23:15:00Z      	271.77984
2014-11-24T23:25:00Z     	271.72189
2014-11-24T23:35:00Z     	271.70302
2014-11-24T23:45:00Z      	271.62101
2014-11-24T23:55:00Z     	271.71012
2014-11-25T00:05:00Z     	271.69562
2014-11-25T00:15:00Z      	271.85704
2014-11-25T00:25:00Z     	272.094476
2014-11-25T00:35:00Z     	272.008308
2014-11-25T00:45:00Z      	272.191833
2014-11-25T00:55:00Z     	272.26343
2014-11-25T01:05:00Z     	272.247568
2014-11-25T01:15:00Z      	271.77817
2014-11-25T01:25:00Z     	271.45398
2014-11-25T01:35:00Z     	271.11944
2014-11-25T01:45:00Z      	271.10286
2014-11-25T01:55:00Z     	271.27278
2014-11-25T02:05:00Z     	271.23039
2014-11-25T02:15:00Z      	271.08857
2014-11-25T02:25:00Z     	270.79317
2014-11-25T02:35:00Z     	271.25715
2014-11-25T02:45:00Z      	271.38672
2014-11-25T02:55:00Z     	271.47274
2014-11-25T03:05:00Z     	271.7523
2014-11-25T03:15:00Z      	271.84977
2014-11-25T03:25:00Z     	271.81441
2014-11-25T03:35:00Z     	271.6118
2014-11-25T03:45:00Z      	271.52421
2014-11-25T03:55:00Z     	271.34204
2014-11-25T04:05:00Z     	271.77391
2014-11-25T04:15:00Z      	272.050501
2014-11-25T04:25:00Z     	272.16875
2014-11-25T04:35:00Z     	272.408577
2014-11-25T04:45:00Z      	272.477385
2014-11-25T04:55:00Z     	272.507857
2014-11-25T05:05:00Z     	272.562958
2014-11-25T05:15:00Z      	272.614901
2014-11-25T05:25:00Z     	272.618289
2014-11-25T05:35:00Z     	272.403356
2014-11-25T05:45:00Z      	272.301864
2014-11-25T05:55:00Z     	272.369936
2014-11-25T06:05:00Z     	272.625064
2014-11-25T06:15:00Z      	272.87109
2014-11-25T06:25:00Z     	272.931648
2014-11-25T06:35:00Z     	273.08193
2014-11-25T06:45:00Z      	273.213908
2014-11-25T06:55:00Z     	273.268945
2014-11-25T07:05:00Z     	273.435178
2014-11-25T07:15:00Z      	273.357284
2014-11-25T07:25:00Z     	273.400498
2014-11-25T07:35:00Z     	273.420142
2014-11-25T07:45:00Z      	273.62749
2014-11-25T07:55:00Z     	273.720231
2014-11-25T08:05:00Z     	273.817314
2014-11-25T08:15:00Z      	273.986115
2014-11-25T08:25:00Z     	274.061986
2014-11-25T08:35:00Z     	274.09688
2014-11-25T08:45:00Z      	274.298737
2014-11-25T08:55:00Z     	274.57736
2014-11-25T09:05:00Z     	274.72555
2014-11-25T09:15:00Z      	275.02401
2014-11-25T09:25:00Z     	275.24135
2014-11-25T09:35:00Z     	276.08351
2014-11-25T09:45:00Z      	276.8702
2014-11-25T09:55:00Z     	277.04098
2014-11-25T10:05:00Z     	277.04085
2014-11-25T10:15:00Z      	277.07718
2014-11-25T10:25:00Z     	277.07105
2014-11-25T10:35:00Z     	277.13029
2014-11-25T10:45:00Z      	277.4468
2014-11-25T10:55:00Z     	277.59883
2014-11-25T11:05:00Z     	277.45849
2014-11-25T11:15:00Z      	277.36202
2014-11-25T11:25:00Z     	277.43601
2014-11-25T11:35:00Z     	278.16113
2014-11-25T11:45:00Z      	278.26087
2014-11-25T11:55:00Z     	278.28194
