#   zf [m]    tau [s]    u [m/s]     v [m/s]     th [K]   qv [kg/kg]
50 10800 172800 
2 
   71.7552   21600.0    2.669692   -0.125778   287.496155  0.006960033
  120.1737   21600.0    3.327832   -0.564386   288.173492  0.006808967
  180.6789   21600.0    3.848459   -1.126781   288.781250  0.006707790
  253.6131   21600.0    4.142888   -1.596390   289.336517  0.006680411
  339.3295   21600.0    4.282309   -1.784504   289.912506  0.006687082
  438.1751   21600.0    4.698739   -1.636628   290.536041  0.006615133
  550.4787   21600.0    5.453680   -1.175352   291.158051  0.006401083
  676.5571   21600.0    6.252704   -0.683778   291.718872  0.005970241
  816.7899   21600.0    6.684221   -0.269886   292.342377  0.005479386
  971.5911   21600.0    7.160869    0.021806   293.196503  0.005103673
 1141.2780   21600.0    7.219296    0.914788   294.155396  0.004798531
 1326.1484   21600.0    7.300725    1.524983   295.139282  0.004356130
 1526.4021   21600.0    7.237090    1.341063   295.707642  0.004254765
 1742.5850   21600.0    7.070035    0.615215   296.356812  0.004716447
 1975.1211   21600.0    6.826899   -0.176587   297.324249  0.005218823
 2224.2180   21600.0    6.671630   -1.050846   298.338013  0.005332467
 2490.2610   21600.0    6.537331   -1.404039   299.626282  0.004707167
 2773.4946   21600.0    6.372718   -1.871665   300.929321  0.004125293
 3074.3188   21600.0    6.404742   -2.108262   302.325867  0.003595915
 3393.2993   21600.0    7.148156   -1.735189   304.268860  0.003004526
 3730.4631   21600.0    7.960621   -1.549867   306.062225  0.002750665
 4086.1636   21600.0    8.864954   -0.510490   307.785950  0.002459636
 4460.8018   21600.0   10.370635    0.545306   309.632141  0.002010937
 4854.5889   21600.0   11.887216    1.417500   311.401184  0.001672760
 5267.5420   21600.0   12.961168    0.909564   312.667511  0.001352188
 5700.2900   21600.0   13.935675   -0.549183   313.886475  0.001079060
 6153.0298   21600.0   14.342617   -1.458418   314.907654  0.000849027
 6626.4297   21600.0   14.406198   -1.451035   316.171326  0.000753536
 7120.5835   21600.0   14.529650   -1.963748   317.414459  0.000562746
 7637.3989   21600.0   16.482821   -1.494069   320.516174  0.000407842
 8175.3872   21600.0   18.389662   -1.358171   323.299316  0.000178349
 8734.6699   21600.0   19.289333   -1.754122   325.577057  0.000099513
 9315.2266   21600.0   20.484327   -1.437469   327.036774  0.000074100
 9919.1709   21600.0   22.486719   -0.675399   329.666321  0.000049595
10545.7080   21600.0   24.613985   -0.356001   332.294617  0.000034503
11197.8486   21600.0   25.882568   -1.564372   333.792297  0.000025939
11884.0801   21600.0   25.662310   -4.501228   339.940430  0.000009811
12605.1963   21600.0   23.686111   -6.133084   354.567047  0.000003795
13351.1338   21600.0   21.494661   -3.971065   369.752625  0.000004036
14117.6650   21600.0   19.294842   -0.421935   381.116608  0.000003983
14908.9414   21600.0   15.939270   -1.010611   392.381226  0.000003984
15725.9824   21600.0   13.184781   -1.120054   404.260437  0.000003991
16570.9141   21600.0   10.817233   -0.571436   418.552307  0.000003998
17445.4551   21600.0    7.030531   -0.628178   436.674713  0.000004037
18347.0273   21600.0    3.291849   -0.146232   455.919983  0.000004012
19274.7500   21600.0    0.404013    1.279809   475.134583  0.000004022
20230.7266   21600.0   -2.936043    0.560221   496.148285  0.000003955
21215.4414   21600.0   -6.578249   -1.657124   519.279053  0.000003905

# 97200.00  
    9.8206   21600.0    1.005974    0.281381   285.228577  0.007465027
   35.0830   21600.0    1.561107    0.310409   285.629028  0.007315432
   71.7482   21600.0    2.162989    0.118289   286.185394  0.007133026
  120.1669   21600.0    2.646289   -0.256564   286.836029  0.006984687
  180.6848   21600.0    2.953415   -0.631821   287.498322  0.006901198
  253.6430   21600.0    3.184661   -0.852916   288.182312  0.006874891
  339.3809   21600.0    3.487574   -0.798351   288.849152  0.006880466
  438.2509   21600.0    3.987749   -0.524238   289.554199  0.006862250
  550.5948   21600.0    4.673131   -0.285897   290.316498  0.006732951
  676.7415   21600.0    5.523065   -0.365004   291.086151  0.006464349
  817.0579   21600.0    6.224650   -0.373636   291.934418  0.006188999
  971.8981   21600.0    6.828292   -0.511633   292.847717  0.006045793
 1141.5790   21600.0    7.211273    0.023593   293.754730  0.005976987
 1326.4640   21600.0    7.515441    0.338005   294.758057  0.005856282
 1526.8129   21600.0    7.664469    0.329461   295.626038  0.005664528
 1743.0035   21600.0    7.419787   -0.007407   296.448669  0.005509161
 1975.4108   21600.0    7.258473   -0.487391   297.325409  0.005381346
 2224.2124   21600.0    7.041011   -0.992345   297.897644  0.005149416
 2490.1333   21600.0    6.772924   -1.304289   299.094025  0.004601635
 2773.2539   21600.0    6.376148   -1.314586   300.315582  0.003995414
 3073.9583   21600.0    6.081886   -0.629217   301.609589  0.003507359
 3392.6838   21600.0    5.772170   -0.210400   303.093018  0.003097331
 3729.9187   21600.0    6.514321   -0.399557   305.032806  0.002606912
 4085.8760   21600.0    8.734564   -0.106409   307.260864  0.001970137
 4460.3145   21600.0   10.960140    0.351545   308.884125  0.001338887
 4854.1816   21600.0   12.587281    0.918617   310.834076  0.001047264
 5267.6294   21600.0   13.375897    0.507520   312.866425  0.000775823
 5700.5093   21600.0   14.164083   -0.058991   314.303070  0.000533374
 6153.3228   21600.0   15.602800   -0.532713   315.397156  0.000515142
 6626.5664   21600.0   15.956799   -0.322295   316.427460  0.000611301
 7120.9922   21600.0   16.235678   -0.349722   317.998657  0.000524517
 7637.6777   21600.0   17.689909   -1.280844   320.966125  0.000325766
 8176.1118   21600.0   18.973942   -2.449924   324.263245  0.000152995
 8734.3184   21600.0   20.648787   -3.637881   325.320221  0.000098933
 9314.5293   21600.0   21.601463   -2.979572   326.421631  0.000078089
 9918.0371   21600.0   22.861597   -1.345963   328.613647  0.000053227
10544.8770   21600.0   24.712597   -0.129864   331.568573  0.000033827
11198.7227   21600.0   27.833111    0.094657   334.748413  0.000022085
11885.0635   21600.0   28.291346   -3.671522   340.996033  0.000008670
12605.3301   21600.0   24.976097   -5.039497   354.812714  0.000003891
13349.5020   21600.0   22.426550   -2.628828   368.289062  0.000003992
14115.9111   21600.0   21.119757   -0.353906   379.523560  0.000003994
14907.8213   21600.0   15.469275   -1.060326   391.378571  0.000004003
15725.8809   21600.0   11.513684   -1.716672   404.228119  0.000003999
16571.1074   21600.0    8.547834   -1.511317   418.802429  0.000003992
17445.7578   21600.0    5.269014    0.819495   437.031128  0.000004056
18348.2832   21600.0    2.334253    1.791117   457.211487  0.000003985
19278.5566   21600.0    0.569178    0.979112   478.976593  0.000004024
20235.5625   21600.0   -2.814569    0.055513   501.067169  0.000003882
21219.8164   21600.0   -6.796672   -0.740689   523.759888  0.000003865

# 108000.00 
    9.8202   21600.0    0.247030    1.027485   285.092529  0.007570249
   35.0733   21600.0    0.547852    1.514738   285.342743  0.007448131
   71.7360   21600.0    1.004043    1.758547   285.878357  0.007287182
  120.1601   21600.0    1.392777    1.690673   286.592194  0.007137939
  180.6908   21600.0    1.664643    1.496828   287.376007  0.007011000
  253.6648   21600.0    1.917573    1.299621   288.218567  0.006900125
  339.4093   21600.0    2.299197    1.071440   288.992096  0.006780801
  438.2863   21600.0    2.859432    0.704171   289.824066  0.006648119
  550.6322   21600.0    3.522436    0.070756   290.652039  0.006565710
  676.7897   21600.0    4.182649   -0.623408   291.467133  0.006590290
  817.0914   21600.0    4.739167   -0.956006   292.200592  0.006663951
  971.8941   21600.0    4.956454   -0.812697   292.920624  0.006633120
 1141.5878   21600.0    5.209905   -0.541861   293.891937  0.006273895
 1326.5291   21600.0    5.509283   -0.869678   295.132599  0.005684683
 1526.8645   21600.0    5.677279   -1.479938   295.992737  0.005184990
 1742.9473   21600.0    5.578628   -1.610913   296.521454  0.004889239
 1975.2610   21600.0    5.477027   -1.794546   297.126343  0.004713959
 2224.1724   21600.0    5.504093   -1.600786   297.911041  0.004537960
 2490.1091   21600.0    5.772225   -1.021715   299.042236  0.004358785
 2773.1965   21600.0    6.067640   -0.496068   300.069489  0.004021074
 3073.7244   21600.0    6.231349    0.327187   300.922974  0.003626834
 3392.2690   21600.0    6.395824    1.204719   302.060120  0.003099912
 3730.1016   21600.0    7.301037    1.557792   305.114258  0.002234427
 4086.0100   21600.0    9.883849    0.943448   307.322388  0.001478010
 4460.3169   21600.0   12.522273    0.351740   308.628204  0.001413225
 4854.0557   21600.0   13.909643    0.134943   310.281464  0.001282197
 5267.6660   21600.0   14.003132   -0.706900   312.524963  0.000878454
 5700.5063   21600.0   15.335279   -1.242895   313.856201  0.000754530
 6153.2012   21600.0   16.290632   -1.019919   314.739929  0.000794100
 6626.6729   21600.0   16.655621   -0.805803   316.040619  0.000806491
 7121.6646   21600.0   17.061768   -0.969128   318.337769  0.000557220
 7638.0835   21600.0   17.694941   -1.180421   321.014618  0.000304767
 8176.2817   21600.0   18.082727   -1.654759   324.063293  0.000128015
 8734.1846   21600.0   19.075930   -3.011775   324.793762  0.000114820
 9314.3936   21600.0   20.257751   -3.295192   325.910889  0.000094187
 9917.8809   21600.0   21.601254   -3.771890   328.092987  0.000059583
10544.6396   21600.0   24.085119   -3.754463   330.973541  0.000033686
11198.0781   21600.0   26.678787   -2.131136   333.762360  0.000015283
11885.5020   21600.0   26.428928   -3.781277   341.068604  0.000006162
12607.4033   21600.0   23.889635   -3.134227   356.493286  0.000003677
13351.2080   21600.0   22.123650   -1.596070   369.672699  0.000004145
14116.0635   21600.0   20.897007   -1.275196   379.457520  0.000003992
14908.7012   21600.0   15.446892   -0.549905   392.049652  0.000003988
15726.9131   21600.0   10.828659   -0.289275   405.087646  0.000004017
16571.2012   21600.0    8.208435   -0.335666   418.799957  0.000003994
17445.7148   21600.0    6.230617    0.672442   436.936646  0.000004040
18348.3535   21600.0    3.664554    0.522785   457.266998  0.000003990
19278.8242   21600.0   -0.079252   -2.224811   479.277527  0.000003990
20235.2949   21600.0   -3.768471   -2.809148   500.857941  0.000003836
21218.2539   21600.0   -6.110466   -2.374693   522.224487  0.000003842

# 118800.00 
    9.8211   21600.0    0.588229    1.469443   289.225159  0.007729897
   35.0523   21600.0    0.695253    1.694699   289.031525  0.007663798
   71.6744   21600.0    0.765908    1.818418   288.951874  0.007625346
  120.0320   21600.0    0.887340    1.948167   288.933105  0.007577268
  180.4797   21600.0    1.183484    2.190891   289.021240  0.007460665
  253.3720   21600.0    1.892591    2.568034   289.329437  0.007183526
  339.0736   21600.0    2.651275    2.749388   289.901855  0.006843513
  437.9203   21600.0    3.018156    2.506057   290.557495  0.006681238
  550.2104   21600.0    3.152168    1.911413   291.063873  0.006673598
  676.2908   21600.0    3.235739    1.311411   291.484192  0.006685723
  816.5775   21600.0    3.545837    0.860914   292.149170  0.006563099
  971.3811   21600.0    3.526500    0.919017   292.957520  0.006157248
 1141.0613   21600.0    3.700294    0.929441   293.972076  0.005635799
 1325.8871   21600.0    3.570431    0.834234   294.893005  0.005187739
 1526.2034   21600.0    3.262929    0.536526   295.637115  0.005080008
 1742.3198   21600.0    3.027229    0.654811   296.141998  0.005098723
 1974.6411   21600.0    2.725618    0.819811   296.669434  0.004952523
 2223.5879   21600.0    2.745586    0.976718   297.410980  0.004754453
 2489.5161   21600.0    3.331559    1.220258   298.365295  0.004552886
 2772.6550   21600.0    3.843092    1.504497   299.372192  0.004107328
 3073.3440   21600.0    4.352916    1.952761   300.439789  0.003559902
 3392.1318   21600.0    5.194964    2.330214   301.967468  0.002871587
 3729.7827   21600.0    6.727907    1.926910   304.656433  0.002223716
 4085.7314   21600.0    9.127774    2.281389   306.846893  0.001943158
 4460.6631   21600.0   11.099993    1.966208   309.246765  0.001503898
 4854.1992   21600.0   11.775864    1.022198   310.761169  0.000972862
 5267.5776   21600.0   12.352578    0.470409   312.711700  0.000783455
 5700.3125   21600.0   13.601578    0.763733   313.930511  0.000706090
 6153.0991   21600.0   15.395637    1.056657   315.014313  0.000648386
 6626.5776   21600.0   16.933439    1.060018   316.362549  0.000707961
 7121.5322   21600.0   17.223806    1.882692   318.611359  0.000483883
 7638.6787   21600.0   17.155071    2.455396   322.163544  0.000210575
 8176.3779   21600.0   17.313496    1.705153   324.618713  0.000091646
 8734.0615   21600.0   18.049080    1.833799   325.090393  0.000095284
 9314.2070   21600.0   18.893127    1.021883   326.131256  0.000081209
 9917.8447   21600.0   20.284357    0.503953   328.467865  0.000059003
10544.7881   21600.0   22.898960    1.070724   331.538544  0.000038594
11198.1621   21600.0   24.987894   -0.358137   334.255615  0.000020687
11885.9863   21600.0   25.306314   -2.861932   341.936554  0.000006235
12607.2500   21600.0   23.338484   -0.940744   356.748535  0.000003618
13350.6201   21600.0   21.051065    0.854650   369.497467  0.000004074
14115.4932   21600.0   18.281675   -0.982180   379.293762  0.000003998
14908.4326   21600.0   14.080650    0.672686   392.170837  0.000003998
15727.0840   21600.0   10.505908    2.306703   405.619965  0.000003992
16572.0078   21600.0    7.745821    2.347738   419.930664  0.000004000
17445.8984   21600.0    5.830841    1.572548   437.451782  0.000004047
18347.2090   21600.0    3.003273    1.205028   456.464752  0.000003982
19276.0547   21600.0   -1.723222    1.542924   476.828552  0.000004011
20232.6523   21600.0   -4.539101    0.548909   498.511505  0.000003924
21217.3555   21600.0   -5.164657   -1.178221   521.666992  0.000003891

# 129600.00 
    9.8201   21600.0    1.570358    0.836480   293.253387  0.007173598
   35.0475   21600.0    1.826786    0.974691   292.998199  0.007076096
   71.6600   21600.0    1.960709    1.051943   292.879395  0.007027436
  120.0082   21600.0    2.063062    1.114383   292.807007  0.006994865
  180.4361   21600.0    2.156972    1.174160   292.752930  0.006969565
  253.2802   21600.0    2.266743    1.246246   292.709686  0.006945797
  338.8915   21600.0    2.463963    1.358976   292.685303  0.006919805
  437.6151   21600.0    2.826099    1.463190   292.688049  0.006885585
  549.7966   21600.0    3.398049    1.578026   292.741943  0.006812173
  675.7758   21600.0    3.803395    1.776982   292.860565  0.006679691
  815.9236   21600.0    3.935935    2.024162   293.197754  0.006352153
  970.5656   21600.0    3.460069    2.563052   293.631561  0.005965814
 1140.0630   21600.0    3.172508    2.974082   294.144409  0.005635829
 1324.7517   21600.0    3.085142    3.488119   294.612183  0.005549398
 1525.0499   21600.0    2.775421    3.433614   295.295654  0.005442183
 1741.2190   21600.0    2.457299    3.766021   296.024475  0.005217391
 1973.6412   21600.0    2.196959    4.279819   296.852448  0.005094587
 2222.6875   21600.0    2.315120    4.881866   297.805634  0.004972393
 2488.6262   21600.0    2.963787    5.268758   298.720490  0.004753818
 2771.8201   21600.0    3.679730    5.522224   299.747070  0.004148996
 3072.7725   21600.0    4.887244    5.455518   301.253296  0.003231517
 3392.0735   21600.0    6.947525    5.467939   303.626953  0.002425280
 3729.8728   21600.0    9.301277    5.155974   306.318756  0.002257223
 4085.8306   21600.0   11.698527    5.358006   308.383179  0.001770211
 4460.5117   21600.0   12.802023    5.579879   310.212524  0.001429134
 4853.9321   21600.0   13.725896    4.306362   311.326935  0.001158562
 5266.9297   21600.0   14.753426    3.294582   312.694702  0.000595903
 5699.6948   21600.0   15.884701    4.013712   313.838409  0.000845262
 6152.6172   21600.0   16.880323    3.756499   314.932983  0.001024499
 6626.1431   21600.0   18.050318    2.997709   316.292755  0.000860131
 7120.5098   21600.0   18.152193    4.237490   317.802887  0.000553978
 7637.6631   21600.0   17.639153    7.651637   321.400330  0.000164202
 8175.8901   21600.0   16.530109   10.471743   324.497467  0.000073682
 8734.1387   21600.0   16.693312   10.580451   325.613190  0.000071448
 9314.6621   21600.0   19.066113    7.665572   327.046967  0.000067579
 9918.0557   21600.0   21.468100    4.801145   329.102783  0.000052038
10544.2637   21600.0   23.290236    2.418588   331.403595  0.000030679
11198.2969   21600.0   24.244404    0.431663   334.756073  0.000013307
11887.0107   21600.0   23.664003   -0.095046   343.301117  0.000004593
12606.6846   21600.0   23.213163    2.013886   356.618103  0.000003670
13349.2656   21600.0   21.175287    2.773511   368.625519  0.000004030
14115.5625   21600.0   17.105022    1.523963   379.825409  0.000004005
14908.0039   21600.0   14.438818    2.439993   392.275665  0.000004002
15726.4326   21600.0   12.348184    3.501156   405.562469  0.000003993
16571.7227   21600.0   10.359941    3.526565   420.276550  0.000003998
17445.5000   21600.0    7.405798    1.325856   437.745209  0.000004014
18346.8242   21600.0    4.146373    0.274370   456.816681  0.000003985
19275.8145   21600.0    0.684833    1.911849   477.358612  0.000004010
20232.8809   21600.0   -2.879735    0.885067   499.543182  0.000003928
21218.2559   21600.0   -6.192170   -2.102254   523.404785  0.000003870

# 140400.00 
    9.8203   21600.0    2.086365    1.120342   295.765503  0.006732202
   35.0499   21600.0    2.553987    1.411015   295.598145  0.006590056
   71.6645   21600.0    2.781015    1.559739   295.520081  0.006521284
  120.0135   21600.0    2.937155    1.669239   295.469818  0.006475133
  180.4392   21600.0    3.066416    1.768878   295.430756  0.006437095
  253.2815   21600.0    3.187793    1.874274   295.398468  0.006401389
  338.8882   21600.0    3.306832    1.995393   295.371185  0.006365975
  437.6023   21600.0    3.418162    2.138782   295.349274  0.006330555
  549.7675   21600.0    3.516374    2.311097   295.332886  0.006294755
  675.7256   21600.0    3.602362    2.531506   295.326782  0.006254693
  815.8199   21600.0    3.732475    2.869952   295.345367  0.006188884
  970.4084   21600.0    4.085128    3.588820   295.454620  0.006051347
 1139.8313   21600.0    4.368597    4.451025   295.673737  0.005884568
 1324.4259   21600.0    4.335851    5.049864   295.931427  0.005789057
 1524.5396   21600.0    4.313212    5.562309   296.231323  0.005651510
 1740.5112   21600.0    4.392243    5.985800   296.575562  0.005375708
 1972.7906   21600.0    4.805930    6.523647   297.241425  0.004904975
 2221.6433   21600.0    5.349198    7.153753   298.012970  0.004349842
 2487.4104   21600.0    5.625898    7.685379   298.925140  0.003732770
 2770.4624   21600.0    5.958693    7.523737   300.071991  0.003053025
 3071.5251   21600.0    7.646735    7.014715   302.182312  0.002200927
 3391.0334   21600.0   10.243302    6.788340   305.151093  0.001671889
 3728.5376   21600.0   12.154284    5.710697   307.523590  0.001348152
 4084.2610   21600.0   13.431770    5.357979   309.355194  0.000910545
 4458.9062   21600.0   14.546821    5.764035   311.245331  0.000732322
 4851.9673   21600.0   15.585618    5.298908   311.878235  0.000780608
 5264.9565   21600.0   16.606335    4.077647   313.156342  0.000792859
 5697.7402   21600.0   18.022625    4.191871   314.369568  0.000842790
 6150.6958   21600.0   19.267143    4.065523   315.606262  0.000845159
 6623.7422   21600.0   19.974684    4.310820   316.383972  0.000704182
 7117.3765   21600.0   19.990671    4.622216   316.984314  0.000501690
 7633.6582   21600.0   20.305321    5.812569   319.505646  0.000264045
 8172.4106   21600.0   21.479906    6.305232   323.200775  0.000145022
 8732.5996   21600.0   22.829226    6.265538   326.504730  0.000089413
 9313.6572   21600.0   23.672529    5.956609   328.516388  0.000050560
 9916.9189   21600.0   24.078058    4.885511   330.433807  0.000025919
10542.8418   21600.0   24.325684    4.395500   332.444519  0.000016357
11195.7822   21600.0   24.075279    5.592592   334.728821  0.000013564
11883.9688   21600.0   22.939175    5.433206   342.753998  0.000005370
12603.7129   21600.0   22.257139    4.356049   356.104736  0.000003623
13347.0557   21600.0   20.356293    4.443082   368.812042  0.000003970
14113.8086   21600.0   16.706186    5.968061   380.397736  0.000004000
14905.9844   21600.0   15.103820    4.550511   392.524445  0.000003996
15724.0771   21600.0   13.884058    3.075690   405.419281  0.000004009
16568.7070   21600.0   12.413430    1.800522   419.428680  0.000003993
17443.0840   21600.0    7.178901    0.871816   437.405823  0.000004005
18345.8535   21600.0    2.298931    0.854059   457.843536  0.000004014
19276.1543   21600.0    1.017676    2.244357   479.658936  0.000004077
20232.8984   21600.0   -1.853224    2.109135   501.489014  0.000003803
21217.3438   21600.0   -5.576851    0.733574   524.380554  0.000003853

# 151200.00 
    9.8198   21600.0    1.882588    0.602211   294.367218  0.006884957
   35.0838   21600.0    2.585641    0.801043   294.814484  0.006805563
   71.7387   21600.0    3.253174    0.965528   295.235748  0.006683710
  120.1365   21600.0    4.152734    1.177810   295.672729  0.006492788
  180.6015   21600.0    4.840731    1.390225   295.914886  0.006337845
  253.4774   21600.0    5.242706    1.622603   296.046326  0.006233021
  339.1144   21600.0    5.392466    1.866798   296.126984  0.006176430
  437.8633   21600.0    5.435442    2.139933   296.200958  0.006139235
  550.0660   21600.0    5.412213    2.447933   296.266785  0.006103427
  676.0594   21600.0    5.280651    2.751585   296.321991  0.006063700
  816.1924   21600.0    5.097678    3.136584   296.378662  0.006017152
  970.8095   21600.0    4.892838    3.566839   296.443115  0.005972006
 1140.2529   21600.0    4.886967    4.162613   296.549438  0.005901874
 1324.8501   21600.0    4.940774    4.702302   296.655640  0.005796525
 1524.9747   21600.0    4.911059    5.120995   296.835236  0.005670467
 1741.0344   21600.0    4.978601    5.325509   297.209473  0.005518046
 1973.3936   21600.0    5.328817    5.618614   297.839722  0.004986909
 2222.2893   21600.0    6.144321    5.738645   298.463318  0.004198618
 2488.0830   21600.0    7.054591    5.797054   299.128021  0.003558045
 2771.2690   21600.0    7.985160    5.228477   300.224304  0.003050215
 3072.2983   21600.0    9.211499    4.987310   302.028931  0.002338195
 3391.6511   21600.0   10.638393    5.319267   304.810699  0.001434684
 3729.1963   21600.0   11.744570    5.246101   307.520599  0.000847262
 4085.0964   21600.0   13.296199    5.342898   309.763092  0.000634387
 4459.6040   21600.0   14.342722    6.279043   311.494476  0.000538292
 4852.9048   21600.0   15.129320    6.701214   312.548737  0.000502856
 5265.7388   21600.0   16.488583    6.441756   313.619141  0.000469922
 5698.5688   21600.0   17.784643    5.903566   314.915649  0.000414267
 6151.3291   21600.0   18.975533    6.665087   315.910217  0.000363467
 6624.1675   21600.0   20.289516    6.428076   316.432861  0.000318855
 7118.2915   21600.0   21.136326    5.129742   317.629395  0.000270080
 7634.8120   21600.0   21.554096    4.238120   320.399567  0.000155058
 8173.0513   21600.0   22.968929    2.662134   323.472595  0.000061088
 8733.6045   21600.0   24.975121    1.817313   327.185028  0.000015639
 9314.3789   21600.0   26.968388    2.193598   328.888336  0.000007888
 9917.1299   21600.0   26.252451    3.757261   330.272980  0.000016977
10542.9277   21600.0   24.573805    7.144734   332.165497  0.000022683
11196.5127   21600.0   24.116522    9.900335   335.087677  0.000016852
11885.1914   21600.0   23.635363    8.951381   343.581421  0.000005640
12603.5488   21600.0   22.980659    6.498442   355.603333  0.000003672
13346.4512   21600.0   21.007990    5.784239   367.871216  0.000003990
14113.4414   21600.0   17.548315    6.236294   379.670898  0.000004002
14906.3164   21600.0   13.660795    3.406130   392.461761  0.000003999
15725.5547   21600.0   10.661235    0.431150   406.453888  0.000003992
16571.8613   21600.0    8.190280   -0.881973   422.080383  0.000004000
17445.8438   21600.0    5.562806    2.385745   439.683594  0.000004020
18347.3086   21600.0    3.651630    4.195089   458.831879  0.000003993
19276.4668   21600.0    2.779275    0.874061   479.496002  0.000004017
20232.8398   21600.0   -0.159446   -1.000609   500.948212  0.000003893
21216.8730   21600.0   -3.716774   -1.219550   523.414062  0.000003866

# 162000.00 
    9.8193   21600.0    1.657828    0.319979   290.631378  0.007128539
   35.0926   21600.0    2.254536    0.370929   291.206940  0.007013722
   71.7679   21600.0    2.876588    0.296303   291.894226  0.006881173
  120.2043   21600.0    3.672480    0.027919   292.731415  0.006721013
  180.7244   21600.0    4.486856   -0.377091   293.464447  0.006568007
  253.6687   21600.0    5.426508   -0.866687   294.117004  0.006405598
  339.3645   21600.0    6.339881   -1.152736   294.587067  0.006236990
  438.1559   21600.0    6.886957   -1.087492   294.927979  0.006061052
  550.3832   21600.0    7.121920   -0.751782   295.169342  0.005895790
  676.4086   21600.0    7.294816   -0.032895   295.428864  0.005725072
  816.5665   21600.0    7.461586    0.808408   295.668762  0.005549039
  971.1977   21600.0    7.336020    1.983175   295.897797  0.005388115
 1140.6272   21600.0    7.191443    2.876350   296.081451  0.005268277
 1325.2072   21600.0    6.869849    3.674165   296.276184  0.005122497
 1525.3036   21600.0    6.542346    4.385017   296.532013  0.004977057
 1741.2885   21600.0    6.323208    5.048985   296.904755  0.004772809
 1973.5336   21600.0    6.364020    5.171883   297.442108  0.004383635
 2222.3777   21600.0    6.789437    5.008062   298.099243  0.003810954
 2488.2317   21600.0    7.737720    4.706122   299.067566  0.003119946
 2771.3772   21600.0    8.863678    4.346949   300.252625  0.002658321
 3072.5027   21600.0   10.105065    4.123220   302.339325  0.002431364
 3391.4470   21600.0   10.813694    4.740100   304.290588  0.002181999
 3729.0396   21600.0   11.462010    6.062891   306.954041  0.001681650
 4085.0884   21600.0   12.608582    6.969320   309.375763  0.001139862
 4459.5659   21600.0   14.202497    7.310737   311.032471  0.000682510
 4853.3418   21600.0   15.707307    7.656811   312.801880  0.000409471
 5266.4897   21600.0   16.879337    8.393820   314.319885  0.000276023
 5699.2549   21600.0   17.943670    7.861255   315.507599  0.000227062
 6151.6221   21600.0   18.663046    7.968248   315.958282  0.000235282
 6624.6191   21600.0   20.164026    6.415170   316.677032  0.000250450
 7118.8652   21600.0   21.619686    6.106653   318.029602  0.000201864
 7635.0610   21600.0   22.124857    7.248889   320.413757  0.000109443
 8173.1309   21600.0   22.470854    6.386642   323.280029  0.000082410
 8733.3604   21600.0   24.774210    4.848844   326.620209  0.000058179
 9314.2998   21600.0   26.892998    4.979652   328.518921  0.000029230
 9916.5869   21600.0   25.991047    6.677278   329.430511  0.000024798
10541.9062   21600.0   24.749882   10.840417   330.856323  0.000028926
11195.3154   21600.0   24.850607   12.930771   333.632355  0.000025228
11885.4434   21600.0   23.702921   10.122190   343.534515  0.000007321
12604.7021   21600.0   21.839130    7.254637   356.438568  0.000003718
13347.7393   21600.0   19.835566    6.205493   368.866455  0.000003966
14114.8604   21600.0   17.503878    6.354065   380.824005  0.000003999
14908.3926   21600.0   13.217628    6.142249   394.282104  0.000003996
15727.6152   21600.0    8.738509    4.788024   408.295715  0.000004004
16572.7773   21600.0    5.489870    2.463975   422.851898  0.000003991
17445.6797   21600.0    5.325628    2.795659   439.438843  0.000003953
18347.3926   21600.0    4.120685    2.421089   458.864746  0.000004047
19277.9980   21600.0   -0.708405   -0.396621   481.017914  0.000004082
20234.3477   21600.0   -4.664067   -0.915045   502.487366  0.000003804
21217.4375   21600.0   -5.909508   -0.116253   524.000000  0.000003857

# 172800.00 
    9.8195   21600.0    1.102870    0.958703   289.115356  0.007478640
   35.0981   21600.0    1.561701    1.205055   289.797272  0.007297137
   71.7868   21600.0    2.115481    1.264471   290.689850  0.007068067
  120.2414   21600.0    2.876225    1.022625   291.820496  0.006738260
  180.7831   21600.0    3.636232    0.430873   292.868408  0.006348602
  253.7352   21600.0    4.451490   -0.517021   293.775208  0.005896740
  339.4102   21600.0    5.246597   -1.308312   294.326202  0.005460743
  438.1670   21600.0    6.167470   -1.922708   294.695496  0.004993503
  550.3524   21600.0    6.853219   -2.048279   294.934357  0.004659211
  676.3140   21600.0    7.289318   -1.760414   295.058350  0.004557265
  816.4214   21600.0    7.762947   -1.106965   295.179810  0.004616473
  971.0228   21600.0    8.383441   -0.177090   295.325653  0.004673444
 1140.4664   21600.0    8.577630    0.525568   295.503113  0.004743759
 1325.1362   21600.0    8.989493    1.327470   295.764557  0.004859872
 1525.3878   21600.0    9.350217    2.510553   296.129578  0.004962435
 1741.5007   21600.0    9.723350    3.656462   296.532471  0.004816843
 1973.7937   21600.0   10.018054    4.473779   297.019867  0.004374304
 2222.6372   21600.0    9.828436    5.425728   297.683960  0.003756458
 2488.3840   21600.0    9.701941    6.578976   298.526489  0.003136172
 2771.3755   21600.0    9.318705    7.463680   299.414581  0.003003761
 3072.1741   21600.0    9.547455    7.473067   300.773468  0.002883644
 3391.3306   21600.0   10.425817    7.515457   303.154694  0.002111278
 3729.5083   21600.0   11.113337    8.125667   307.133148  0.000929246
 4085.5359   21600.0   12.108813    9.158995   309.771271  0.000467929
